Material_Main,M1_is Enclosed,Turning times, Composting Method,Period (d),V2_Ventilation Interval (min),V4_Ventilation Day,V3_Ventilation Duration (min),Application Rate (%DW),Material_2,Compost volume (m3),V5_Ventilation rate (L/min/kg iniDW),Initial Moisture Content (%),Initial C/N (%),Initial TN (%),V1_Ventilation Type,Initial TC (%),Additive_1,Initial density (kg/L),TN loss (%)
8,1,0.0,0,22.0,0,22.0,0.0,0.0,11,0.002,0.59229,57.5744,13.48335,2.0,0,26.9667,47,0.66735,18.4
8,1,0.0,0,22.0,0,22.0,0.0,0.0,11,0.002,0.46758,61.183,11.29719,2.03,0,22.9333,47,0.66843,16.7
8,1,0.0,0,22.0,0,22.0,0.0,0.0,11,0.002,0.42562,60.5878,10.25299,2.24,0,22.9667,47,0.66843,10.8
8,1,0.0,0,22.0,0,22.0,0.0,0.0,11,0.002,0.59229,59.9182,10.58916,2.15,0,22.7667,47,0.66843,29.4
8,1,0.0,0,22.0,0,22.0,0.0,0.0,11,0.002,0.4868,61.0342,10.28656,2.21,0,22.7333,47,0.66843,40.5
0,1,6.0,0,66.0,0,66.0,0.0,0.0,11,0.028,0.4,72.7,18.0,1.9,0,34.2,5,0.26071,27.96834
0,1,6.0,0,66.0,0,66.0,0.0,0.0,11,0.028,0.4,71.7,18.0,1.92,0,34.56,5,0.25,24.21053
0,1,6.0,0,66.0,0,66.0,0.0,0.0,11,0.028,0.2,71.7,18.0,1.92,0,34.56,5,0.25,19.47368
0,1,6.0,0,66.0,0,66.0,0.0,0.0,7,0.028,0.2,68.8,22.0,1.76,0,38.72,5,0.25,13.02083
0,1,6.0,0,66.0,0,66.0,0.0,0.0,7,0.028,0.2,69.5,26.0,1.55,0,40.3,5,0.25,9.66767
0,1,6.0,0,66.0,0,66.0,0.0,0.0,7,0.028,0.2,67.3,29.0,1.33,0,38.57,5,0.25,14.47368
0,1,6.0,0,66.0,0,66.0,0.0,0.0,11,0.028,0.2,71.8,18.0,1.92,0,34.56,5,0.25,20.84433
1,1,4.44444,1,40.0,0,0.0,0.0,0.0,11,0.2,0.0,65.0,29.7094,1.33073,0,39.53519,5,0.25,29.8437
1,1,4.44444,1,40.0,0,0.0,0.0,1.0,11,0.2,0.0,65.0,29.8465,1.34581,0,40.16772,30,0.25,21.05
1,1,4.44444,1,40.0,0,0.0,0.0,5.0,11,0.2,0.0,65.0,33.0811,1.24777,0,41.2776,5,0.25,25.7031
1,1,4.44444,1,40.0,0,0.0,0.0,6.0,11,0.2,0.0,65.0,33.4375,1.23268,0,41.21774,5,0.25,15.61
7,1,7.5,0,30.0,11,30.0,10.0,0.0,11,0.1,0.00833,60.0,41.11596,0.77987,1,32.0651,5,0.5,18.8
7,1,7.5,0,30.0,11,30.0,10.0,10.0,11,0.1,0.00833,60.0,38.25338,0.78831,1,30.1556,9,0.5,17.5
7,1,7.5,0,30.0,11,30.0,10.0,10.0,11,0.1,0.00833,60.0,42.9974,0.77338,1,33.2532,5,0.5,15.8
0,1,0.0,0,20.0,0,20.0,0.0,0.0,11,0.06,0.21,60.22,29.35,1.45,0,42.38,5,0.66843,23.2258
0,1,0.0,0,20.0,2,20.0,10.0,0.0,11,0.06,0.42,60.22,29.35,1.45,1,42.38,5,0.66843,21.1235
0,1,0.0,0,20.0,3,20.0,5.0,0.0,11,0.06,0.84,60.22,29.35,1.45,1,42.38,5,0.66843,21.7909
5,1,0.0,0,60.0,0,0.0,0.0,0.0,6,0.22,0.0,63.77,25.88666,1.71915,0,41.14938,5,0.45455,49.91
5,1,0.0,0,60.0,0,0.0,0.0,0.0,7,0.22,0.0,63.77,25.88666,1.71915,0,41.14938,5,0.45455,38.61
7,0,3.0,1,30.0,0,0.0,0.0,0.0,11,0.1458,0.0,63.24164,20.0,1.81817,0,40.8856,5,0.23627,26.06
7,0,3.0,1,30.0,0,0.0,0.0,0.0,11,0.1458,0.0,61.18467,25.0,1.68878,0,42.8535,5,0.32222,21.99
7,0,3.0,1,30.0,0,0.0,0.0,0.0,11,0.1458,0.0,62.41295,30.0,1.56083,0,44.78243,5,0.33472,13.04
10,1,6.22222,0,56.0,0,0.0,0.0,0.0,11,0.1,0.0,66.95741,24.8781,1.66749,0,42.32072,5,0.40058,23.89
10,1,6.22222,0,56.0,0,0.0,0.0,15.0,11,0.1,0.0,63.41211,22.8873,1.80593,0,37.10207,2,0.56068,30.01
10,1,6.22222,0,56.0,0,0.0,0.0,10.0,11,0.1,0.0,62.97182,26.366,1.57849,0,41.55411,5,0.42636,16.59
10,1,6.22222,0,56.0,0,0.0,0.0,25.0,11,0.1,0.0,61.88594,24.4799,1.71941,0,35.84346,4,0.50123,22.73
0,1,0.0,0,21.0,0,21.0,0.0,0.0,11,0.06,0.21,55.0,11.5,2.34,0,26.8,5,0.25926,16.77
0,1,0.0,0,21.0,0,21.0,0.0,20.0,11,0.06,0.21,55.0,14.7,2.52,0,36.1,23,0.25926,14.92
0,1,0.0,0,21.0,0,21.0,0.0,20.0,11,0.06,0.21,55.0,14.0,2.52,0,35.3,23,0.25926,7.94
0,1,15.5,0,31.0,0,31.0,0.0,0.0,11,0.06,0.09384,65.4,14.2,2.1,0,29.7,5,0.51333,29.8
0,1,15.5,0,31.0,0,31.0,0.0,0.0,11,0.06,0.15639,65.4,14.2,2.1,0,29.7,5,0.51333,31.0
0,1,15.5,0,31.0,4,31.0,10.0,0.0,11,0.06,0.28151,65.4,14.2,2.1,1,29.7,5,0.51333,35.9
10,1,0.0,0,48.0,0,48.0,0.0,0.0,3,0.045,0.3279,50.0,17.07927,2.46,0,42.015,5,0.64044,35.9
7,1,0.0,0,48.0,0,48.0,0.0,0.0,3,0.045,0.34666,50.0,17.32857,2.66,0,46.094,5,0.60578,29.9
9,1,0.0,0,48.0,0,48.0,0.0,0.0,3,0.045,0.38698,50.0,19.33299,1.97,0,38.086,5,0.54267,30.51
5,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,10,1.06823,0.67548,63.9703,21.47354,2.06181,0,39.47539,5,0.47575,55.2
8,1,7.0,0,35.0,0,35.0,0.0,0.0,11,0.06,0.2,72.1,10.57997,2.77826,0,29.3939,5,0.646,38.08
8,1,7.0,0,35.0,0,35.0,0.0,10.0,11,0.06,0.2,72.1,11.30095,2.59565,0,29.3333,40,0.646,30.24
8,1,7.0,0,35.0,0,35.0,0.0,10.0,11,0.06,0.2,72.1,10.89254,2.6837,0,29.2323,49,0.646,28.22
8,1,7.0,0,35.0,0,35.0,0.0,12.5,11,0.06,0.2,72.1,11.19228,2.68042,0,30.0,40,0.646,35.14
8,1,7.0,0,35.0,0,35.0,0.0,12.5,11,0.06,0.2,72.1,11.3794,2.67717,0,30.4646,49,0.646,26.16
10,1,21.0,0,21.0,0,21.0,0.0,0.0,11,1.2096,0.24,59.81,19.9,1.91,0,38.1,5,0.38388,34.32
10,1,21.0,0,21.0,0,21.0,0.0,0.0,0,1.2096,0.24,60.21,19.9,1.79,0,35.6,5,0.34708,29.84
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,69.23222,53.2,0.97,0,51.3,5,0.47168,36.66
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,66.26222,54.9,0.92,0,50.6,35,0.50134,55.1
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,67.69222,53.7,0.92,0,49.4,35,0.50134,53.61
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,67.69222,52.0,0.94,0,48.9,35,0.47168,55.32
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,66.06481,51.1,0.91,0,46.6,6,0.47168,43.57
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,65.49222,54.0,0.83,0,44.6,6,0.50134,47.78
5,1,1.0,1,105.0,0,0.0,0.0,0.0,11,0.055,0.0,65.49222,53.5,0.77,0,41.1,6,0.50134,52.76
7,1,1.0,0,15.0,0,15.0,0.0,0.0,7,0.018,0.9532,65.03,12.88,2.16588,0,27.89653,5,0.44444,27.3
7,1,1.0,0,15.0,0,15.0,0.0,29.0,7,0.018,0.90506,63.17,24.41,1.92582,0,47.00927,5,0.49167,19.27
7,1,1.0,0,15.0,0,15.0,0.0,29.0,7,0.018,0.88629,62.39,27.43,1.84851,0,50.70463,5,0.49167,22.4
7,1,1.0,0,15.0,0,15.0,0.0,29.0,7,0.018,0.89127,62.6,28.06,1.81596,0,50.95584,5,0.49167,20.37
7,1,1.0,0,15.0,0,15.0,0.0,29.0,7,0.018,0.8765,61.97,16.31,2.06009,0,33.60007,5,0.49167,25.17
7,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,7,1.06823,0.67548,63.9703,21.47354,2.06181,0,39.47539,5,0.47575,23.49
5,1,16.0,0,32.0,0,22.8,12.0,0.0,8,0.1,0.3991,61.1,20.0,2.4739,1,49.47796,5,0.29146,9.58
5,1,16.0,0,32.0,0,29.7,4.0,0.0,8,0.1,0.243,53.5,30.0,1.72274,1,51.68213,5,0.39699,6.85
5,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,8,1.06823,0.67548,63.9703,21.47354,2.06181,1,39.47539,5,0.47575,1.18
5,1,16.0,0,32.0,0,33.0,8.0,0.0,1,0.1,0.368,74.7,23.0,2.10582,1,48.43387,5,0.16332,19.02
5,1,16.0,0,32.0,0,28.0,12.5,0.0,1,0.1,0.44323,65.6,30.0,1.6628,1,49.88399,5,0.19849,4.98
5,1,16.0,0,32.0,0,24.0,16.0,0.0,1,0.1,0.148,53.0,40.0,1.35731,1,54.29234,5,0.36683,3.97
5,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,11,1.06823,0.67548,63.9703,21.47354,2.06181,1,39.47539,5,0.47575,2.67
5,0,6.42857,0,45.0,0,0.0,0.0,0.0,11,0.06,0.0,65.75741,23.8,1.79,0,42.59,5,0.08333,30.4
5,0,6.42857,0,45.0,0,0.0,0.0,0.0,11,0.06,0.0,64.63467,30.6,1.45,0,44.38,5,0.08333,23.0
10,1,17.5,0,70.0,0,0.0,0.0,0.0,11,1.2096,0.0,63.6,17.26269,2.12625,0,36.7048,5,0.43648,21.3
10,1,17.5,0,70.0,0,70.0,0.0,0.0,11,1.2096,0.18,63.6,17.26269,2.12625,0,36.7048,5,0.23599,23.0
10,1,17.5,0,70.0,0,70.0,0.0,0.0,11,1.2096,0.36,63.6,17.26269,2.12625,0,36.7048,5,0.23599,36.6
10,1,17.5,0,70.0,0,70.0,0.0,0.0,11,1.2096,0.54,63.6,17.26269,2.12625,0,36.7048,5,0.23599,44.1
10,1,5.27176,0,45.0626,4,22.82844,3.65844,4.66667,11,1.06823,0.67548,63.9703,21.47354,2.06181,1,39.47539,5,0.47575,33.6
0,1,0.0,0,31.0,0,31.0,0.0,0.0,11,0.01,0.43,83.0,16.5,2.60606,0,43.0,5,0.492,17.3
0,1,0.0,0,31.0,0,31.0,0.0,0.0,11,0.01,0.21,83.0,16.5,2.60606,0,43.0,5,0.492,0.3
7,1,0.0,0,31.0,0,31.0,0.0,0.0,11,0.01,0.23,71.0,6.1,5.77049,0,35.2,5,0.492,48.0
7,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,11,1.06823,0.67548,63.9703,21.47354,2.06181,0,39.47539,5,0.47575,48.0
7,1,5.27176,0,45.0626,0,22.82844,3.65844,4.66667,11,1.06823,0.67548,63.9703,21.47354,2.06181,0,39.47539,5,0.47575,42.0
10,1,7.5,0,30.0,1,30.0,25.0,0.0,11,0.06,0.48,65.9,17.86175,2.17,1,38.76,5,0.55369,40.4
10,1,7.5,0,30.0,1,30.0,25.0,10.0,11,0.06,0.48,63.4187,18.73469,1.96,1,36.72,40,0.59724,32.7
10,1,7.5,0,30.0,1,30.0,25.0,10.2,11,0.06,0.48,65.139,17.73301,2.06,1,36.53,40,0.58453,31.6
10,1,7.5,0,30.0,1,30.0,25.0,5.2,11,0.06,0.48,61.29879,17.80952,2.1,1,37.4,40,0.60408,34.2
7,1,12.5,0,25.0,5,25.0,30.0,0.0,11,0.06,0.08242,65.0,20.0,2.32297,1,40.32411,5,0.34667,1.74
7,1,12.5,0,25.0,5,25.0,30.0,0.0,11,0.06,0.82645,65.0,20.0,2.32297,1,40.32411,5,0.34571,14.65
7,1,12.5,0,25.0,5,25.0,30.0,0.0,11,0.06,1.64384,65.0,20.0,2.32297,1,40.32411,5,0.34762,24.93
10,0,7.71429,1,54.0,0,0.0,0.0,0.0,11,0.13,0.0,66.28,22.99234,2.00199,0,39.38658,5,0.3083,40.8
10,0,7.71429,1,54.0,0,0.0,0.0,15.0,11,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,39,0.36329,36.2
10,0,7.71429,1,54.0,0,0.0,0.0,15.0,11,0.13,0.0,62.82171,17.77801,2.29398,0,36.26206,39,0.36329,35.2
10,0,7.71429,1,54.0,0,0.0,0.0,0.0,11,0.13,0.0,66.28,22.99234,2.00199,0,39.38658,5,0.3083,49.8
10,0,7.71429,1,54.0,0,0.0,0.0,6.0,11,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,45,0.401,45.7
10,0,7.71429,1,54.0,0,0.0,0.0,6.0,11,0.13,0.0,63.24,21.49659,2.24279,0,36.18694,45,0.401,43.7
8,1,5.0,0,45.0,11,45.0,20.0,0.0,11,0.12,0.94745,65.0,20.62762,2.14963,1,38.92499,5,0.4168,9.73
8,1,5.0,0,45.0,11,45.0,20.0,5.0,11,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,1,0.3489,5.48
8,1,5.0,0,45.0,11,45.0,20.0,1.0,11,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,10,0.4418,5.2
8,1,5.0,0,45.0,11,45.0,20.0,1.0,11,0.12,0.92403,65.0,20.62762,2.05396,1,38.65892,48,0.4418,3.59
8,1,5.0,0,45.0,11,45.0,20.0,3.0,11,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,18,0.49078,4.11
8,1,5.0,0,45.0,11,45.0,20.0,3.0,11,0.12,0.93795,65.0,21.10208,2.04396,1,38.4367,27,0.49078,2.56
8,1,5.0,0,45.0,11,45.0,20.0,5.0,11,0.12,1.71576,65.0,21.9187,2.37593,1,37.1463,49,0.3489,5.03
10,1,0.0,0,50.0,0,50.0,0.0,0.0,11,0.1,0.3,60.0,25.0,1.82755,0,45.22059,5,0.59489,26.78
10,1,0.0,0,50.0,0,50.0,0.0,10.0,11,0.1,0.3,60.0,25.0,1.73291,0,45.47409,5,0.59489,22.46
10,1,0.0,0,50.0,0,50.0,0.0,10.0,11,0.1,0.3,60.0,25.0,1.73291,0,45.47409,56,0.59489,23.1
10,1,0.0,0,50.0,0,50.0,0.0,20.0,11,0.1,0.3,60.0,25.0,1.93708,0,44.70164,5,0.54132,19.72
8,1,7.0,0,35.0,0,35.0,0.0,0.0,11,0.06,0.1,72.86,11.37,2.68,0,30.45,5,0.667,26.3
8,1,7.0,0,35.0,0,35.0,0.0,0.0,11,0.06,0.2,72.86,11.37,2.68,0,30.45,5,0.667,28.2
8,1,7.0,0,35.0,0,35.0,0.0,0.0,11,0.06,0.3,72.86,11.37,2.68,0,30.45,5,0.667,25.4
10,1,9.33333,0,28.0,0,28.0,0.0,0.0,11,0.06,0.25,52.2,24.8,2.23,0,41.27,5,0.4952,43.9
10,1,9.33333,0,28.0,0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.22788,0,42.90273,18,0.58992,22.3
10,1,9.33333,0,28.0,0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.25502,0,42.90273,18,0.58992,20.2
10,1,9.33333,0,28.0,0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.2751,0,42.90273,18,0.58992,22.1
10,1,9.33333,0,28.0,0,28.0,0.0,1.82956,11,0.06,0.25,58.02882,20.79943,2.31124,0,42.90273,18,0.58992,19.3
10,1,9.33333,0,28.0,0,28.0,0.0,1.82956,11,0.06,0.25,58.32282,21.00843,2.35657,0,42.90273,18,0.58895,21.4
